crop,state,rainfall_mm,temperature_c,soil_moisture_pct,soil_ph,fertilizer_kg_ha,farm_size_ha,yield_tons_ha
wheat,AP,800.1,21.8,62.5,6.9,100.1,6.41,6.6
maize,Telangana,1264.4,26.1,38.8,6.59,146.0,2.83,10.906
tomato,Telangana,548.5,26.0,67.7,6.82,272.1,2.1,57.406
maize,Maharashtra,1015.0,28.0,75.6,6.23,155.4,11.94,11.176
soybean,MP,1422.4,31.4,57.8,6.49,104.8,14.15,5.892
cotton,MP,1069.4,36.9,55.4,7.77,107.6,6.51,3.149
soybean,MP,866.3,25.5,51.2,6.62,130.5,7.6,5.229
tomato,AP,825.5,27.5,49.0,5.95,231.2,6.51,53.409
wheat,Maharashtra,593.2,15.3,58.6,6.16,102.2,9.31,5.797
soybean,MP,1463.9,27.4,53.6,6.84,109.1,8.34,5.311
wheat,AP,537.4,17.5,64.7,6.62,167.1,8.22,7.566
tomato,Karnataka,751.3,29.8,72.1,6.27,167.1,10.34,52.486
wheat,Telangana,1161.2,21.6,67.0,6.92,165.7,6.42,8.699
wheat,Punjab,1105.3,21.0,55.6,7.05,155.3,13.18,8.008
rice,Maharashtra,952.9,25.7,75.1,6.3,151.1,6.37,10.119
groundnut,MP,953.4,25.2,32.3,5.92,72.5,7.45,3.005
soybean,Telangana,1268.8,30.2,54.8,6.82,148.7,7.94,5.481
groundnut,Maharashtra,994.6,29.9,49.2,6.05,62.7,13.97,3.257
groundnut,Maharashtra,1082.0,36.0,35.2,6.06,97.9,2.0,3.429
rice,AP,1457.6,28.8,71.7,6.03,167.7,0.71,11.324
cotton,Punjab,1268.0,27.5,71.2,6.39,151.2,13.67,5.611
wheat,Punjab,1082.1,18.1,52.8,7.14,110.7,10.84,7.331
cotton,Telangana,817.4,28.2,57.9,6.85,152.6,3.22,4.455
maize,Maharashtra,1321.8,29.9,68.1,6.76,147.2,4.33,11.934
groundnut,Maharashtra,945.5,29.2,68.2,5.9,71.5,3.67,3.21
soybean,Karnataka,1333.4,29.3,34.9,7.14,93.1,10.63,4.54
maize,Telangana,932.3,20.5,78.4,6.11,123.4,4.03,10.11
wheat,MP,743.2,13.0,54.0,6.77,153.6,10.17,7.252
wheat,AP,998.4,22.2,75.5,7.06,176.7,13.59,9.352
tomato,Karnataka,504.1,18.3,61.1,6.04,267.6,5.04,52.072
tomato,Maharashtra,412.6,18.2,47.0,6.87,255.9,2.42,49.181
cotton,Karnataka,1378.0,33.8,71.6,7.16,159.3,6.91,5.188
wheat,Karnataka,711.4,13.4,81.1,6.9,172.8,5.46,7.615
cotton,Karnataka,1483.0,34.7,62.6,7.61,137.2,1.27,4.531
cotton,Karnataka,1207.3,35.2,39.2,6.75,155.3,7.76,4.843
rice,MP,1130.3,24.0,39.9,6.45,159.9,10.72,10.191
groundnut,AP,967.4,35.9,72.9,5.75,61.1,9.34,3.443
groundnut,Punjab,1172.6,32.0,38.5,6.23,84.1,8.8,3.653
groundnut,AP,1144.9,32.6,32.9,6.39,81.3,0.96,3.398
maize,Punjab,746.3,30.4,83.7,6.52,170.2,10.41,11.729
cotton,Karnataka,1320.1,38.3,41.9,6.25,96.0,10.52,4.518
soybean,Karnataka,656.2,24.0,74.9,6.1,148.3,12.86,5.23
groundnut,Karnataka,559.6,30.0,42.6,5.61,72.6,7.3,2.53
maize,Karnataka,1029.9,34.8,30.5,6.0,131.4,2.76,8.681
cotton,MP,1167.5,28.3,50.1,6.04,146.1,5.63,4.753
groundnut,Karnataka,834.9,35.1,30.2,5.96,78.7,3.03,3.149
soybean,Telangana,997.6,31.8,45.5,6.59,130.1,5.78,4.89
wheat,Maharashtra,1193.4,20.0,36.9,6.3,84.5,8.66,6.481
rice,Punjab,819.0,28.8,60.8,6.21,165.6,10.46,9.175
wheat,Punjab,732.9,17.7,75.0,7.35,169.0,7.9,7.4
tomato,Telangana,810.3,28.4,81.3,6.1,295.5,11.25,68.716
maize,Karnataka,778.6,23.3,45.7,6.02,202.6,13.94,9.921
soybean,MP,728.7,24.5,34.8,7.2,105.7,8.57,3.82
groundnut,Punjab,970.9,27.9,43.7,5.83,112.4,4.32,3.517
tomato,Karnataka,1096.5,27.5,38.4,6.44,262.5,7.15,63.627
wheat,AP,1158.8,24.2,73.2,6.91,172.5,9.05,9.068
tomato,Telangana,1018.0,26.4,58.2,6.42,264.1,10.71,68.33
groundnut,MP,833.0,33.8,65.6,6.64,62.7,3.79,3.567
soybean,Telangana,1021.5,29.3,45.3,6.19,123.8,12.87,4.93
rice,Punjab,1669.5,23.5,39.5,6.41,128.1,6.01,10.771
wheat,MP,444.4,18.5,60.6,6.98,101.1,12.92,5.391
tomato,Maharashtra,819.8,27.3,31.7,5.85,201.8,14.44,44.883
soybean,Maharashtra,1173.4,27.2,46.3,6.98,93.5,9.48,4.602
groundnut,AP,1139.1,29.4,59.9,6.18,100.7,5.53,4.401
maize,MP,1294.5,24.2,76.7,5.97,151.3,1.79,11.894
maize,AP,1428.6,20.9,62.7,5.91,136.3,2.68,11.234
groundnut,Karnataka,812.7,31.5,66.4,5.87,88.3,11.39,3.466
cotton,Karnataka,703.3,39.1,77.6,7.57,117.0,4.12,3.892
soybean,AP,1370.5,24.3,46.4,7.14,100.7,2.05,5.079
cotton,AP,1143.4,37.9,56.7,7.64,93.9,2.2,3.516
tomato,AP,640.0,25.2,36.4,6.15,174.7,8.43,44.587
soybean,Punjab,1123.3,21.3,68.5,7.31,116.6,6.46,4.954
wheat,Telangana,1154.1,11.2,35.4,6.38,158.0,1.6,7.619
groundnut,Karnataka,658.4,36.6,63.9,6.68,102.0,13.02,3.502
maize,Punjab,1373.1,31.8,43.5,6.7,176.1,6.64,11.636
wheat,Punjab,421.8,17.9,61.6,6.33,178.9,2.5,7.439
wheat,MP,1118.2,21.2,73.7,6.11,169.6,2.8,9.022
tomato,Telangana,1067.7,22.3,40.0,6.87,234.9,2.52,56.835
soybean,MP,1285.7,29.4,30.9,6.41,94.3,10.35,4.714
wheat,AP,1149.7,14.7,64.1,6.37,145.4,5.32,8.38
rice,MP,1813.8,24.9,72.5,5.86,151.2,1.14,12.185
maize,Punjab,1181.4,34.1,54.1,5.86,152.0,13.54,10.857
wheat,Telangana,755.3,21.3,45.3,6.8,133.8,3.65,6.95
maize,MP,656.3,23.3,35.3,6.42,191.0,5.11,9.034
soybean,Maharashtra,836.1,23.8,55.6,7.25,83.5,6.0,3.721
groundnut,AP,720.4,25.6,54.4,6.67,83.9,13.46,3.227
soybean,Karnataka,607.3,31.3,72.2,6.36,87.5,7.76,4.096
wheat,Telangana,646.8,18.6,45.0,6.49,83.9,0.59,5.994
rice,Punjab,1189.2,25.0,75.1,5.82,185.7,6.89,10.655
soybean,Maharashtra,1009.0,29.4,55.3,7.5,93.4,6.75,3.894
cotton,Telangana,778.3,26.0,57.3,7.77,113.6,13.8,3.255
soybean,Telangana,1317.5,28.7,74.3,7.04,103.8,1.26,5.443
cotton,Punjab,902.1,26.2,82.2,6.47,146.4,4.92,4.998
wheat,Punjab,428.7,23.9,30.5,6.32,122.0,12.94,5.43
cotton,AP,1452.1,36.7,68.4,6.63,99.8,5.78,5.006
wheat,Maharashtra,828.3,18.5,58.2,7.13,93.2,3.32,6.282
maize,Punjab,910.5,22.5,44.3,6.07,151.8,1.77,9.577
tomato,MP,623.8,22.0,71.7,6.49,280.6,11.05,64.73
soybean,Punjab,1224.4,26.6,46.3,6.32,94.6,13.71,5.238
soybean,Punjab,966.9,21.5,62.2,6.26,137.9,5.39,5.281
wheat,Karnataka,597.2,24.6,47.2,6.52,113.7,2.27,6.674
maize,Telangana,641.1,28.2,66.1,5.93,124.5,8.26,8.526
groundnut,AP,524.5,37.9,57.8,5.55,86.7,2.2,2.68
cotton,Telangana,1056.4,34.6,53.9,7.97,141.4,6.97,3.434
wheat,Punjab,932.3,17.5,53.6,6.97,82.4,4.54,6.547
maize,Telangana,1389.9,34.9,72.1,6.15,141.0,4.17,13.028
maize,Punjab,561.0,24.3,37.4,5.91,216.4,2.7,9.406
rice,Karnataka,1593.4,30.5,41.7,5.88,165.0,2.27,10.228
wheat,Maharashtra,490.8,25.0,52.6,6.28,139.4,2.33,6.645
rice,AP,1810.4,28.3,69.8,6.67,167.3,7.64,13.109
wheat,Telangana,1172.2,10.8,61.0,7.34,137.7,7.75,6.842
wheat,Punjab,520.5,22.8,73.2,7.49,152.7,14.92,6.75
rice,Telangana,1805.0,30.0,71.6,6.37,125.4,1.68,12.131
cotton,MP,998.1,25.6,76.0,7.37,152.2,2.35,4.611
groundnut,Punjab,1147.0,31.0,79.2,6.25,79.1,9.85,3.96
cotton,Telangana,612.3,29.8,35.1,7.11,91.9,12.32,2.944
tomato,Maharashtra,1058.9,28.8,51.1,6.33,271.8,10.16,66.641
maize,Maharashtra,1329.7,34.7,33.6,6.29,128.8,13.42,9.196
cotton,Telangana,888.0,32.1,77.3,6.64,119.1,9.09,4.479
maize,Maharashtra,1166.6,21.8,74.2,6.49,145.7,6.68,12.8
cotton,MP,683.3,36.7,46.9,7.35,141.4,7.63,3.433
maize,AP,1023.6,24.2,72.4,6.16,147.8,9.95,11.399
soybean,Maharashtra,1127.0,26.5,75.1,6.35,124.6,1.1,6.116
groundnut,Punjab,715.4,33.0,62.1,6.85,108.6,11.09,3.554
soybean,Maharashtra,1417.0,32.0,48.6,7.05,133.9,14.15,5.644
rice,Karnataka,1719.8,31.1,51.8,6.0,167.6,11.47,11.388
groundnut,AP,788.6,37.2,62.1,5.88,67.2,14.56,3.019
cotton,Telangana,1055.3,27.4,54.8,7.32,159.8,5.64,4.337
tomato,Karnataka,492.1,28.6,66.3,6.12,208.1,6.91,50.417
soybean,Telangana,1446.5,27.8,56.3,7.43,90.6,9.23,4.716
tomato,AP,721.2,22.1,38.9,5.69,208.8,11.15,49.986
rice,Karnataka,1492.4,26.5,34.4,6.7,154.0,8.7,10.654
groundnut,Telangana,777.4,28.9,53.8,5.72,69.1,9.14,3.058
maize,MP,580.2,27.2,73.1,6.56,202.9,4.52,11.988
soybean,Karnataka,711.9,30.5,69.7,7.46,92.4,1.08,4.035
soybean,MP,1442.3,28.1,82.3,6.72,136.7,0.82,6.005
rice,MP,903.4,32.6,54.2,5.92,113.2,9.84,7.793
cotton,Maharashtra,1013.4,36.3,40.8,7.81,146.8,6.9,3.508
cotton,AP,838.0,32.6,81.4,6.14,97.5,7.26,4.199
cotton,MP,748.2,31.2,31.2,6.03,118.3,12.38,3.493
tomato,Karnataka,1011.0,24.3,34.4,5.84,250.0,6.91,53.759
maize,Karnataka,886.7,20.8,56.6,6.28,171.2,6.05,10.514
soybean,AP,730.8,26.1,61.6,6.09,85.0,8.71,4.234
tomato,Karnataka,439.0,19.2,59.8,5.57,177.8,9.86,43.264
rice,AP,1935.2,32.9,39.3,5.94,107.7,2.34,9.857
rice,Punjab,1229.8,34.9,37.8,6.53,194.9,6.04,10.299
groundnut,Punjab,553.7,25.1,52.6,6.51,98.5,7.6,3.32
rice,Punjab,1012.5,23.3,70.1,6.94,159.9,5.07,9.928
groundnut,Karnataka,665.8,26.3,67.3,5.77,107.9,8.43,3.473
soybean,Karnataka,852.5,24.2,43.2,7.17,149.5,13.18,4.44
groundnut,Karnataka,657.3,30.2,39.9,6.11,118.7,12.09,3.459
maize,Punjab,1078.4,32.5,33.3,6.76,206.6,10.53,10.641
wheat,Maharashtra,767.7,20.1,33.3,6.93,136.9,9.68,5.853
tomato,Telangana,727.3,22.3,68.5,5.95,259.6,9.04,62.887
tomato,Maharashtra,679.9,20.9,47.3,6.48,179.8,3.76,50.393
maize,Maharashtra,761.2,30.4,70.4,6.48,199.6,9.35,11.277
tomato,Telangana,506.5,21.1,58.3,6.13,239.9,4.68,52.508
rice,Karnataka,1681.5,22.3,39.6,6.38,194.1,7.34,11.858
cotton,AP,1243.0,30.4,65.3,6.25,100.3,4.5,4.476
wheat,Telangana,652.9,19.4,46.3,7.21,141.2,4.21,6.197
wheat,Maharashtra,531.7,12.7,54.0,7.19,118.5,9.11,5.583
rice,Maharashtra,905.3,24.2,45.6,6.28,121.4,6.3,8.45
rice,Punjab,1579.3,30.7,31.1,6.7,193.3,2.73,11.09
maize,AP,1385.9,32.2,41.5,5.82,193.6,2.43,11.638
cotton,MP,651.4,27.1,31.4,6.0,152.3,3.54,3.327
maize,Telangana,1260.0,24.7,83.7,6.29,141.0,9.86,12.098
soybean,Karnataka,873.0,29.4,83.1,7.15,128.4,6.21,5.109
tomato,AP,860.0,20.5,53.5,6.26,196.8,9.86,53.113
tomato,Maharashtra,718.6,18.1,74.7,6.29,288.2,12.47,65.219
cotton,MP,764.5,39.3,33.4,6.75,107.1,7.55,3.727
cotton,AP,885.2,37.1,77.2,7.75,104.2,12.93,3.504
wheat,MP,946.0,15.0,58.1,6.75,144.6,2.24,7.874
wheat,Punjab,1041.9,22.9,48.1,6.21,175.2,10.1,8.448
maize,MP,1358.5,22.0,67.3,6.65,194.2,4.16,13.783
cotton,Maharashtra,752.0,25.8,76.7,7.43,118.0,6.06,3.907
tomato,Telangana,551.4,26.6,55.3,6.27,240.6,12.52,54.041
cotton,Punjab,1440.5,31.0,80.7,6.94,136.5,2.56,5.311
wheat,AP,645.0,14.9,77.4,6.11,115.0,3.88,6.788
soybean,Maharashtra,1166.7,30.4,62.0,6.2,148.4,14.93,5.621
wheat,MP,604.5,17.9,55.4,6.26,96.7,0.98,6.267
tomato,Telangana,510.7,29.8,66.5,5.87,161.0,9.13,41.869
tomato,MP,556.6,27.8,55.2,6.47,212.8,4.22,50.544
wheat,Punjab,810.3,14.8,53.9,6.89,179.6,13.85,7.504
rice,Karnataka,1834.5,23.4,45.5,6.33,151.3,12.42,11.543
tomato,MP,986.3,28.5,68.8,6.58,184.8,4.96,61.307
cotton,Telangana,1246.8,26.7,42.8,6.07,159.5,1.28,4.705
wheat,Telangana,713.4,22.0,67.2,6.51,124.4,7.88,7.624
wheat,AP,849.9,14.2,51.9,7.17,168.7,13.01,7.124
tomato,Karnataka,827.7,28.3,36.7,5.99,293.1,0.76,58.083
soybean,Maharashtra,985.3,20.7,54.1,6.34,105.4,14.67,4.565
groundnut,Karnataka,1016.2,32.0,69.0,6.76,80.4,14.91,4.001
soybean,MP,1424.2,28.6,31.1,6.43,102.8,11.53,4.805
rice,Punjab,1837.6,23.5,70.6,5.76,147.7,2.52,11.17
wheat,Punjab,1015.6,24.0,78.9,7.36,162.0,3.39,7.217
soybean,Punjab,860.1,24.5,38.8,6.59,118.1,10.52,4.444
tomato,Punjab,1037.2,26.9,60.1,6.47,173.4,1.77,57.718
wheat,MP,730.8,10.6,82.4,6.41,175.6,5.61,8.763
tomato,AP,1010.8,19.3,72.6,6.97,207.2,5.47,59.969
soybean,Maharashtra,772.8,21.8,78.8,7.41,144.2,9.57,4.43
groundnut,AP,604.0,32.8,37.3,6.72,82.9,3.35,2.812
soybean,AP,1108.0,31.2,71.8,6.88,116.8,10.83,5.264
wheat,AP,702.6,17.8,52.7,6.62,99.9,1.55,6.126
wheat,Telangana,1082.9,20.9,41.1,6.54,88.7,8.41,7.05
tomato,Telangana,404.8,23.8,80.9,5.68,196.2,2.84,44.255
groundnut,AP,1019.1,32.1,59.4,6.83,93.2,3.33,3.581
rice,Karnataka,1206.6,34.4,78.4,6.61,159.7,1.22,10.92
soybean,Maharashtra,1018.5,22.7,53.3,7.12,144.3,5.46,4.849
tomato,Maharashtra,681.3,28.9,74.6,6.35,264.3,5.46,66.126
cotton,Telangana,1363.6,30.4,64.3,7.59,155.3,11.25,4.696
groundnut,Telangana,535.9,30.2,71.2,6.51,87.0,5.68,3.571
maize,Telangana,719.1,21.7,31.5,6.52,168.5,6.02,9.458
wheat,Maharashtra,890.5,22.1,59.5,6.45,176.2,9.47,8.276
groundnut,AP,966.7,31.6,31.2,6.14,63.2,5.69,2.88
maize,AP,653.1,30.9,72.3,6.52,193.1,14.64,10.821
cotton,AP,1443.1,32.7,35.9,6.99,94.3,12.71,3.838
soybean,Maharashtra,906.0,30.4,76.6,6.13,134.4,3.14,5.49
cotton,AP,1265.9,36.8,45.8,6.24,91.2,8.01,4.311
groundnut,AP,966.8,30.7,81.2,6.93,103.2,8.15,4.12
groundnut,AP,537.0,34.4,59.3,5.68,78.2,8.68,2.636
wheat,Karnataka,893.8,24.5,71.9,7.09,172.3,9.08,8.255
tomato,Maharashtra,789.8,18.3,45.4,5.87,211.2,2.48,51.104
maize,Karnataka,885.6,27.6,74.3,6.83,195.0,2.48,12.136
groundnut,Punjab,1145.9,31.5,32.0,5.99,104.2,7.38,3.562
wheat,MP,842.3,21.1,83.5,6.73,88.5,8.01,7.324
tomato,Telangana,589.3,23.8,35.8,6.14,161.2,12.64,41.494
groundnut,Telangana,1038.1,25.8,32.0,6.37,67.2,1.26,3.195
groundnut,Karnataka,1003.4,32.1,35.5,6.92,75.1,6.2,3.36
tomato,MP,923.0,22.2,42.7,6.43,282.7,6.36,64.817
rice,Maharashtra,1842.3,29.3,58.4,6.27,128.5,12.8,11.213
wheat,Maharashtra,625.5,14.8,56.7,7.39,85.6,13.74,5.724
tomato,AP,837.1,21.0,60.8,6.01,277.8,7.96,61.606
groundnut,Punjab,555.8,33.9,36.9,6.9,94.5,8.93,2.981
maize,Telangana,906.4,33.2,64.3,6.58,209.9,2.4,11.87
soybean,Punjab,1208.8,23.6,56.1,6.28,133.0,3.77,5.322
wheat,Karnataka,432.3,14.9,84.2,6.7,94.8,3.53,6.408
tomato,Punjab,1070.9,27.7,51.0,5.98,151.3,4.88,50.281
rice,Punjab,1406.4,27.2,36.6,6.45,162.1,14.67,10.47
tomato,AP,690.7,29.3,68.5,5.91,199.8,11.6,49.951
cotton,AP,629.2,28.5,43.3,6.62,111.9,3.45,3.709
soybean,Punjab,815.1,27.5,70.7,6.96,139.5,8.37,4.945
rice,AP,1707.4,27.1,70.8,6.41,144.5,3.81,12.446
wheat,Telangana,534.4,15.3,62.1,6.6,85.7,13.32,6.097
soybean,AP,1138.0,28.0,52.6,6.63,129.1,7.82,5.299
soybean,Maharashtra,1063.0,30.3,59.5,6.7,105.2,10.9,5.04
cotton,Punjab,1445.0,29.4,67.9,6.95,140.6,13.02,5.365
wheat,MP,846.2,10.8,46.0,7.46,131.3,7.31,6.166
tomato,Maharashtra,643.9,20.3,72.9,5.69,194.7,7.34,48.167
maize,Maharashtra,1439.9,25.1,39.9,6.99,168.5,13.42,11.011
wheat,AP,967.7,24.8,69.6,6.08,89.7,4.59,7.102
tomato,MP,765.6,21.5,63.5,6.34,166.8,8.74,50.778
cotton,Telangana,1488.0,28.8,73.2,7.02,152.7,7.57,5.669
tomato,Karnataka,863.9,21.4,84.9,5.92,210.7,1.3,59.865
tomato,Maharashtra,466.1,19.9,44.2,6.16,226.6,5.09,47.438
soybean,MP,901.4,26.9,74.6,7.36,80.4,14.25,4.129
soybean,MP,745.3,31.5,44.2,6.81,81.0,7.02,4.18
soybean,AP,858.8,26.5,39.3,6.8,108.4,14.67,4.495
tomato,MP,798.7,25.2,68.2,5.84,231.6,7.97,59.286
cotton,Telangana,1406.2,25.4,48.5,6.48,82.6,7.95,4.444
cotton,Maharashtra,904.2,35.6,43.0,6.38,140.0,2.58,4.183
groundnut,AP,1091.4,26.0,78.0,6.56,99.3,4.04,4.311
groundnut,MP,962.0,30.1,62.0,5.7,75.7,10.91,3.331
wheat,Karnataka,811.2,20.4,78.9,7.26,112.3,2.83,6.606
groundnut,MP,686.7,26.6,75.2,5.85,66.4,2.52,3.2
wheat,MP,1011.1,17.7,65.3,7.17,132.2,11.9,7.426
soybean,MP,602.4,30.2,30.4,6.57,114.7,7.64,4.347
groundnut,AP,792.2,29.0,36.5,6.91,100.6,1.5,3.08
tomato,Telangana,896.2,24.5,43.1,5.69,193.5,3.6,51.253
cotton,Karnataka,930.0,30.9,74.0,7.95,156.4,4.0,3.793
groundnut,Maharashtra,686.8,31.6,76.5,6.67,111.5,5.72,3.692
cotton,Telangana,1231.4,25.1,68.1,6.82,106.4,11.61,4.899
soybean,Maharashtra,1330.5,23.5,68.1,6.67,130.9,14.82,6.065
maize,Karnataka,1415.1,22.3,45.1,6.7,176.8,7.38,11.629
tomato,AP,863.5,28.7,58.5,6.35,244.8,1.24,62.751
wheat,MP,545.4,17.6,55.5,6.48,105.8,2.43,5.992
rice,Karnataka,1841.2,31.2,74.4,5.66,177.6,11.63,12.263
tomato,Karnataka,1011.8,21.2,75.3,6.71,187.8,1.74,60.017
tomato,MP,799.3,21.6,84.9,5.9,214.8,3.69,59.041
wheat,Punjab,819.4,20.0,54.0,6.4,171.1,2.37,7.748
maize,Karnataka,575.3,21.7,37.5,5.86,145.7,4.27,8.11
wheat,Karnataka,1068.0,20.7,45.1,6.17,153.6,9.77,7.71
cotton,Punjab,1017.6,36.8,84.9,7.21,132.3,1.59,4.496
groundnut,MP,515.2,26.2,58.3,6.52,112.8,8.32,3.296
maize,Telangana,1411.8,26.6,75.5,5.85,156.2,10.67,11.852
wheat,AP,775.2,23.9,58.9,6.96,111.2,1.46,6.702
groundnut,Telangana,1186.7,33.6,68.5,6.73,105.0,4.95,4.231
soybean,Maharashtra,692.3,20.1,83.5,6.21,130.1,14.75,4.933
cotton,Karnataka,1382.4,36.1,37.5,7.0,125.8,14.1,4.211
soybean,MP,691.7,30.9,32.7,7.23,133.2,12.73,3.466
soybean,AP,908.2,26.6,62.0,6.14,133.0,3.21,4.911
groundnut,Telangana,1088.2,25.2,75.1,5.57,94.4,5.24,3.578
rice,Telangana,1515.6,25.6,64.4,5.54,173.5,8.92,10.781
soybean,AP,917.2,21.5,77.2,6.19,127.3,14.46,5.483
wheat,AP,547.3,11.6,64.0,7.22,137.9,11.83,6.517
maize,MP,1247.5,32.8,47.3,6.14,184.0,14.39,11.729
maize,Karnataka,1079.8,22.5,42.9,6.65,137.6,7.67,10.327
maize,Punjab,1411.8,22.2,38.6,6.58,143.3,10.41,10.994
cotton,Telangana,1279.3,29.6,84.1,6.9,112.4,4.74,4.892
soybean,Maharashtra,1012.0,23.1,82.1,7.32,93.8,3.48,4.383
soybean,Punjab,1091.1,28.2,55.8,6.29,116.5,1.53,5.021
soybean,Telangana,1063.3,26.2,54.9,6.16,109.6,11.14,5.072
tomato,Karnataka,836.0,19.0,36.9,5.86,174.7,5.81,43.699
maize,Karnataka,539.0,26.8,75.8,6.87,176.9,14.88,9.943
tomato,AP,953.4,26.1,67.8,6.97,297.8,4.03,68.49
cotton,Maharashtra,1419.2,30.7,54.1,7.26,114.4,5.0,4.428
rice,AP,1923.4,34.2,70.6,5.76,187.5,4.17,12.578
rice,Karnataka,1559.8,31.4,31.5,5.89,171.9,5.94,9.782
wheat,AP,516.9,22.3,52.3,6.35,145.2,9.14,6.736
wheat,Telangana,1044.4,11.2,43.0,6.62,147.9,1.72,7.807
wheat,Punjab,904.1,24.8,70.4,6.52,86.2,8.07,7.666
wheat,Telangana,608.5,11.4,58.3,6.6,121.9,10.78,6.546
soybean,Punjab,724.0,20.7,66.2,6.03,90.1,11.05,4.086
tomato,MP,786.5,18.8,49.8,6.42,297.6,11.42,65.785
groundnut,MP,907.6,28.9,77.2,5.55,98.1,5.5,3.659
maize,Telangana,1215.0,23.7,64.5,6.89,135.4,0.92,10.908
maize,MP,777.1,26.7,64.2,6.21,137.3,13.29,10.296
cotton,Maharashtra,607.8,25.3,58.5,7.17,116.4,0.61,3.806
soybean,Punjab,1246.3,25.3,74.7,7.1,96.3,9.03,4.974
maize,Karnataka,1329.9,26.2,66.8,6.11,206.7,7.0,12.985
cotton,AP,783.8,34.4,56.4,6.72,159.7,7.55,4.597
groundnut,AP,815.8,34.3,40.6,6.38,89.5,7.23,3.368
tomato,AP,1131.9,22.0,64.7,6.93,230.0,8.37,63.375
wheat,Telangana,898.4,16.7,39.1,7.17,102.0,6.39,5.71
tomato,AP,968.3,23.0,84.2,6.28,162.6,10.16,61.173
cotton,AP,1469.3,27.6,69.5,7.3,99.6,11.76,4.281
cotton,Punjab,1153.0,38.4,43.7,6.16,106.5,14.83,4.357
soybean,AP,790.9,22.9,42.9,6.42,108.8,0.78,4.284
wheat,Telangana,1172.5,15.1,67.4,6.51,80.7,12.47,7.692
groundnut,Telangana,522.1,26.6,64.3,6.45,113.9,2.44,3.573
rice,Karnataka,1813.0,23.8,34.4,6.28,103.7,10.25,9.474
cotton,Punjab,1332.3,28.3,38.1,7.08,157.5,14.14,4.818
tomato,Maharashtra,854.0,22.5,52.0,6.95,191.0,14.75,52.503
rice,AP,1641.6,22.2,48.8,5.57,159.9,14.32,11.07
tomato,Karnataka,971.0,27.8,72.1,6.5,168.8,3.55,62.887
rice,Maharashtra,1831.9,24.8,65.4,6.41,108.4,11.56,11.418
wheat,MP,613.0,10.5,81.4,6.18,142.2,3.49,7.58
wheat,Punjab,837.0,11.3,77.1,6.63,165.3,1.94,8.628
groundnut,Punjab,590.2,34.4,49.6,5.65,97.4,11.94,2.983
groundnut,Telangana,1034.2,35.4,32.4,6.08,85.1,4.69,3.037
cotton,AP,1230.3,36.4,74.8,6.21,120.5,14.07,5.055
groundnut,Karnataka,775.9,36.0,57.0,6.24,88.3,12.78,3.428
soybean,AP,1129.1,31.2,80.0,7.09,144.2,9.27,6.117
wheat,AP,1018.5,11.6,54.6,7.17,97.1,3.55,6.858
soybean,Maharashtra,1089.7,26.6,83.1,6.53,111.3,5.97,5.595
cotton,Punjab,1257.9,26.1,56.9,7.33,99.0,4.65,3.927
soybean,Telangana,1450.8,31.0,75.0,6.88,112.4,10.41,5.927
soybean,Maharashtra,1415.3,21.5,34.5,6.27,114.5,3.34,4.952
tomato,MP,987.8,21.9,80.3,5.55,169.1,7.66,51.429
groundnut,AP,869.6,27.6,76.0,5.67,83.0,13.05,3.411
soybean,Punjab,1254.8,21.4,41.0,6.88,126.7,13.26,4.842
maize,Punjab,910.5,34.0,55.7,6.56,200.2,5.74,11.28
cotton,Karnataka,706.2,36.3,52.2,6.19,82.2,14.91,3.62
cotton,Karnataka,1252.3,32.6,71.0,7.36,96.2,14.94,4.037
groundnut,Karnataka,608.4,28.9,44.0,5.87,82.3,7.59,2.911
tomato,Karnataka,513.7,18.6,76.0,6.44,158.2,7.92,50.57
groundnut,MP,893.1,27.2,62.6,5.8,79.1,3.55,3.218
groundnut,Maharashtra,601.9,34.1,81.6,6.46,107.0,10.53,4.014
groundnut,Telangana,1144.4,26.2,30.1,6.93,96.7,13.46,3.161
maize,Karnataka,1426.7,27.3,67.5,6.18,198.9,13.39,13.722
tomato,Punjab,680.6,27.3,50.2,6.7,173.0,5.91,50.469
soybean,Punjab,1328.4,24.6,82.6,6.07,92.4,1.52,5.394
maize,Telangana,1078.6,33.7,50.8,6.46,137.4,12.73,11.232
cotton,Karnataka,794.0,28.3,52.8,7.46,120.0,2.95,3.804
tomato,AP,408.4,19.1,45.8,6.34,283.8,5.25,53.105
cotton,Punjab,1197.1,37.5,76.8,6.43,89.6,2.77,4.602
rice,AP,1811.0,28.5,46.7,6.97,109.7,9.75,10.342
wheat,Karnataka,839.5,18.9,50.1,6.98,105.6,12.73,6.392
maize,Karnataka,1062.7,31.4,61.3,6.66,140.8,13.08,11.178
wheat,Telangana,514.2,15.8,77.7,7.43,112.0,13.28,5.94
maize,MP,583.3,30.9,54.3,6.17,198.3,7.54,9.79
groundnut,Karnataka,763.3,29.8,49.9,6.29,108.5,8.1,3.76
maize,MP,769.4,24.2,61.7,6.92,192.4,9.89,10.671
rice,Karnataka,1454.9,26.7,82.3,5.62,119.3,6.43,9.895
maize,AP,552.7,20.6,58.0,6.66,173.8,4.03,9.492
groundnut,Punjab,1130.2,33.6,64.9,5.66,100.3,12.18,3.736
maize,MP,914.1,30.5,39.6,6.12,219.9,0.65,11.005
